datetime,pr,rf,sf,tas,pet
2014-05-30,0,0,0,280.32,5.67
2014-05-31,3.7,3.7,0,281.44,5.42
2014-06-01,0,0,0,281.32,5.16
2014-06-02,3.3,3.3,0,279.95,3.76
2014-06-03,0,0,0,282.85,6.31
2014-06-04,0.4,0.4,0,283.12,6.08
2014-06-05,9.5,2.8,6.7,274.87,2.15
2014-06-06,0,0,0,277.63,4.48
2014-06-07,0,0,0,279.94,4.82
2014-06-08,0,0,0,281.94,5.2
2014-06-09,3.5,3.5,0.00E+00,281.85,4.51
2014-06-10,0,0,0,279.83,5.58
2014-06-11,0,0,0,280.46,4.18
2014-06-12,0,0,0,282.14,4.19
2014-06-13,16.4,16.3,0.1,278.94,1.98
2014-06-14,1,1,0,279.35,2.99
2014-06-15,7.9,7.9,0,278.36,2.15
2014-06-16,8.2,8.2,0,278.9,3.4
2014-06-17,16.5,16.4,0.1,277.31,1.06
2014-06-18,8.4,8.4,0,280.9,2.58
2014-06-19,4.2,4.2,0,281.59,3.05
2014-06-20,1,1,0,284.29,5.51
2014-06-21,0.4,0.4,0,281.24,5
2014-06-22,0,0,0,283.78,4.76
2014-06-23,1,1,0,283.92,4.25
2014-06-24,0.3,0.3,0,284.96,4.37
2014-06-25,0.5,0.5,0,283.23,3.7
2014-06-26,0,0,0,284.04,4.55
2014-06-27,0,0,0,284.29,5.64
2014-06-28,0.1,0.1,0,283.19,5.14
2014-06-29,0,0,0,282.61,3.99
2014-06-30,0.1,0.1,0,283.25,3.25
2014-07-01,0,0,0,286.58,6.57
2014-07-02,0,0,0,290.38,7.8
2014-07-03,0,0,0,290.45,5.26
2014-07-04,0,0,0,289.81,7.29
2014-07-05,0,0,0,288.84,5.87
2014-07-06,0,0,0,287.49,5.7
2014-07-07,2.4,2.4,0,285.88,5.01
2014-07-08,0,0,0,289.07,7.42
2014-07-09,0,0,0,291.5,7.67
2014-07-10,0,0,0,287.79,7.51
2014-07-11,0,0,0,287.35,6.2
2014-07-12,0,0,0,290.42,7.88
2014-07-13,0,0,0,291.82,7.2
2014-07-14,0,0,0,290.5,4.49
2014-07-15,0,0,0,290.84,5.92
2014-07-16,0,0,0,292.81,7.1
2014-07-17,1.9,1.9,0,289.46,4.59
2014-07-18,0.2,0.2,0,286.5,4.96
2014-07-19,0.3,0.3,0,289.46,4.06
2014-07-20,0.6,0.6,0,284.64,4.26
2014-07-21,7.1,7.1,0,282.48,3.18
2014-07-22,0,0,0,285.31,4.82
2014-07-23,3.2,3.2,0,287.91,4.42
2014-07-24,4.4,4.4,0,281.21,3.98
2014-07-25,0,0,0,283.05,3.71
2014-07-26,0,0,0,283.97,5.44
2014-07-27,0,0,0,287.58,6.05
2014-07-28,0,0,0,290.61,7.17
2014-07-29,0,0,0,292.9,7.18
2014-07-30,0,0,0,292.56,5.73
2014-07-31,1.2,1.2,0,290.42,5.67
2014-08-01,0,0,0,290.09,6.26
2014-08-02,2.2,2.2,0,288.07,3.48
2014-08-03,0,0,0,287.17,4.12
2014-08-04,12.8,12.8,0,284.81,3.51
2014-08-05,0,0,0,285.75,4.38
2014-08-06,0,0,0,289.56,5.96
2014-08-07,0,0,0,288.2,4.13
2014-08-08,0.6,0.6,0,285.72,4
2014-08-09,0,0,0,284.61,5.68
2014-08-10,0,0,0,288,5.93
2014-08-11,0,0,0,290.11,6.64
2014-08-12,0,0,0,291.48,4.53
2014-08-13,0,0,0,290.94,5.71
2014-08-14,1.6,1.6,0,287.91,1.52
2014-08-15,0,0,0,286.62,3.41
2014-08-16,1.7,1.7,0,285.73,2.22
2014-08-17,4.2,4.2,0,285.65,2.27
2014-08-18,0,0,0,288.07,6.01
2014-08-19,0,0,0,286.95,2.36
2014-08-20,8.9,8.9,0,280.53,0.85
2014-08-21,6.8,6.8,0,278.38,0.54
2014-08-22,2,2,0,278.68,1.1
2014-08-23,0,0,0,279.19,1.8
2014-08-24,0,0,0,280.97,3.65
2014-08-25,0,0,0,282.84,4.13
2014-08-26,0,0,0,285.77,5.43
2014-08-27,1.6,1.6,0,288.72,5.29
2014-08-28,7.2,7.2,0.00E+00,281.93,1.49
2014-08-29,2.3,2.3,0,281.38,2.75
2014-08-30,0.2,0.2,0.00E+00,281.38,3.55
2014-08-31,0.1,0.1,0,279.72,3.05
2014-09-01,0,0,0,280.48,3.57
2014-09-02,3.8,3.8,0,280.46,1.3
2014-09-03,27.6,20,7.6,275.74,1.14
2014-09-04,0,0,0,277.87,3.09
2014-09-05,0,0,0,281.35,4.53
2014-09-06,0,0,0,284.07,4.77
2014-09-07,0,0,0,285,4.3
2014-09-08,12.5,1,11.5,274.03,0.41
2014-09-09,3.5,0,3.5,270.13,0.2
2014-09-10,14.5,0,14.5,270.21,0.8
2014-09-11,0,0,0,270.53,2.93
2014-09-12,0.8,0.4,0.4,272.43,0.84
2014-09-13,0,0,0,275.24,3.05
2014-09-14,0,0,0,277.64,2.75
2014-09-15,0,0,0,281.39,4.09
2014-09-16,0,0,0,284.22,4.41
2014-09-17,0,0,0,285.64,4.12
2014-09-18,0,0,0,286.53,2.65
2014-09-19,0,0,0,283.83,2.58
2014-09-20,0,0,0,283.91,4
2014-09-21,0,0,0,286.19,4.49
2014-09-22,0,0,0,288.61,4.13
2014-09-23,0.8,0.8,0,285.87,2.5
2014-09-24,0.1,0.1,0,287.04,3.15
2014-09-25,0,0,0,285.59,3.22
2014-09-26,1,1,0,281.48,1.97
2014-09-27,0,0,0,277.32,0.73
2014-09-28,0,0,0,278.36,2.82
2014-09-29,0,0,0,280.33,2.79
2014-09-30,5.1,4.2,0.9,276.9,0.57
2014-10-01,1.5,0.4,1.1,274.9,2.21
2014-10-02,4.7,0,4.7,270.54,1.17
2014-10-03,0,0,0,273.57,1.85
2014-10-04,0,0,0,282.36,3.17
2014-10-05,0,0,0,281.61,2.96
2014-10-06,0,0,0,284.25,2.36
2014-10-07,0,0,0,280.11,2.14
2014-10-08,0,0,0,280.7,2.73
2014-10-09,0,0,0,279.14,2.27
2014-10-10,0,0,0,281.5,2.89
2014-10-11,0,0,0,281.29,2.63
2014-10-12,0,0,0,277.88,2.38
2014-10-13,0,0,0,279.47,1.94
2014-10-14,1.4,1.4,0,280.14,1.36
2014-10-15,14.6,5.4,9.2,274.61,0.78
2014-10-16,0,0,0,274.75,1.48
2014-10-17,0,0,0,276.06,1.8
2014-10-18,0,0,0,281.04,2.19
2014-10-19,0,0,0,279.26,1.7
2014-10-20,0,0,0,283.13,2.48
2014-10-21,0,0,0,279.29,1.05
2014-10-22,0,0,0,278.4,1.71
2014-10-23,5.2,3.3,1.9,276.8,0.71
2014-10-24,0.3,0,0.3,273.15,1.53
2014-10-25,1,0.8,0.2,274.2,1.21
2014-10-26,0.7,0.5,0.2,276.53,0.9
2014-10-27,0,0,0,271.42,1.01
2014-10-28,0,0,0,272.7,1.19
2014-10-29,0,0,0,276.35,1.35
2014-10-30,0.1,0,0.1,275.36,1.46
2014-10-31,0,0,0,282.48,1.69
2014-11-01,11.4,0.3,11.1,273.66,0.16
2014-11-02,3.1,0,3.1,270.97,0.42
2014-11-03,0.1,0.00E+00,0.1,272.49,0.89
2014-11-04,1.2,0.3,0.9,276.23,0.93
2014-11-05,0.1,0,0.1,273.34,0.94
2014-11-06,9.9,9.8,0.1,279.39,0.92
2014-11-07,0.4,0.2,0.2,274.45,0.65
2014-11-08,0,0,0,276.46,1.22
2014-11-09,7.5,0,7.5,266.69,0.12
2014-11-10,3.4,0,3.4,259.09,0.07
2014-11-11,0.9,0,0.9,255.58,0.06
2014-11-12,0,0,0,256.56,0.12
2014-11-13,0.1,0,0.1,257.95,0.12
2014-11-14,0.1,0,0.1,257.09,0.1
2014-11-15,0.1,0,0.1,258.95,0.1
2014-11-16,0.1,0,0.1,262.54,0.1
2014-11-17,0.1,0,0.1,263.79,0.1
2014-11-18,0,0,0,264.76,0.1
2014-11-19,0.1,0,0.1,265.02,0.1
2014-11-20,0.2,0.1,0.1,270.46,0.14
2014-11-21,0,0,0,273.31,0.41
2014-11-22,0,0,0,272.23,0.48
2014-11-23,0,0,0,269.66,0.7
2014-11-24,0.1,0,0.1,269.69,0.63
2014-11-25,0.3,0,0.3,268.76,0.49
2014-11-26,4.7,0,4.7,267.19,0.19
2014-11-27,8.9,0,8.9,266,0.06
2014-11-28,40,0,40,253.81,0.05
2014-11-29,2.5,0,2.5,247.74,0.04
2014-11-30,0,0,0,249.38,0.05
2014-12-01,0,0,0,255.28,0.06
2014-12-02,0,0,0,258.64,0.08
2014-12-03,0,0,0,259.59,0.08
2014-12-04,0,0,0,263.52,0.12
2014-12-05,0,0,0,265.38,0.19
2014-12-06,0.7,0.2,0.5,272.22,0.21
2014-12-07,0,0,0,269.92,0.24
2014-12-08,0,0,0,269.13,0.29
2014-12-09,0,0,0,277.93,0.88
2014-12-10,0,0,0,278.83,1.08
2014-12-11,0.6,0.3,0.3,277.03,0.77
2014-12-12,0.1,0.1,0,276.11,0.63
2014-12-13,4.7,0,4.7,270.65,0.08
2014-12-14,0.1,0,0.1,265.35,0.06
2014-12-15,0.1,0,0.1,263.23,0.06
2014-12-16,0,0,0,264.18,0.09
2014-12-17,0.1,0,0.1,265.16,0.07
2014-12-18,0.4,0,0.4,267.99,0.1
2014-12-19,0.6,0,0.6,271.98,0.22
2014-12-20,0.1,0,0.1,270.31,0.31
2014-12-21,0,0,0,272.25,0.6
2014-12-22,0,0,0,269.42,0.42
2014-12-23,0.4,0.00E+00,0.4,268.39,0.49
2014-12-24,1,0,1,266.49,0.18
2014-12-25,0.1,0,0.1,263.62,0.18
2014-12-26,0.7,0,0.7,260.47,0.07
2014-12-27,0.7,0,0.7,263.12,0.14
2014-12-28,2.6,0,2.6,259.96,0.04
2014-12-29,1.4,0,1.4,251.14,0.04
2014-12-30,0,0,0,254.71,0.04
2014-12-31,0,0,0,261.11,0.05
2015-01-01,0.1,0,0.1,266.15,0.08
2015-01-02,2.4,0,2.4,266.48,0.14
2015-01-03,1.9,0,1.9,250.87,0.04
2015-01-04,0.6,0,0.6,251.71,0.05
2015-01-05,0.1,0,0.1,261.32,0.07
2015-01-06,4.1,0,4.1,257.05,0.13
2015-01-07,0.1,0,0.1,267.03,0.2
2015-01-08,1.1,0,1.1,261.92,0.11
2015-01-09,0,0,0,261.62,0.14
2015-01-10,0.1,0,0.1,264.87,0.14
2015-01-11,0.8,0,0.8,265.23,0.09
2015-01-12,0,0,0,261.04,0.09
2015-01-13,0.1,0,0.1,264.06,0.18
2015-01-14,0.2,0.00E+00,0.2,268.51,0.17
2015-01-15,0,0,0,269.79,0.3
2015-01-16,0,0,0,271.37,0.65
2015-01-17,0,0,0,270.65,0.77
2015-01-18,1.9,0,1.9,270.83,0.49
2015-01-19,0.1,0,0.1,271.64,0.79
2015-01-20,0,0,0,266.71,0.43
2015-01-21,0,0,0,266.63,0.56
2015-01-22,0,0,0,270.88,0.45
2015-01-23,0.5,0.3,0.2,272.24,0.58
2015-01-24,0.4,0,0.4,275.01,0.81
2015-01-25,0,0,0,279.91,1.19
2015-01-26,0,0,0,281.47,1.56
2015-01-27,0,0,0,279.29,1.24
2015-01-28,0,0,0,272.41,0.76
2015-01-29,0,0,0,270,0.78
2015-01-30,0.1,0,0.1,269.74,0.77
2015-01-31,3.8,0,3.8,260.78,0.15
2015-02-01,0.2,0,0.2,262.52,0.18
2015-02-02,0.4,0,0.4,265.53,0.34
2015-02-03,0.4,0,0.4,258,0.27
2015-02-04,0,0,0,267.01,0.64
2015-02-05,1,0.1,0.9,270.39,0.49
2015-02-06,5.4,3.3,2.1,274.94,0.47
2015-02-07,1.1,0.4,0.7,275.33,1.06
2015-02-08,0,0,0,276.09,1.1
2015-02-09,0.2,0,0.2,273.08,0.69
2015-02-10,0.4,0,0.4,269.79,0.61
2015-02-11,0,0,0,271.32,0.83
2015-02-12,0,0,0,276.76,1.17
2015-02-13,0,0,0,276.99,1.61
2015-02-14,5.2,0.3,4.9,273.75,0.47
2015-02-15,0.4,0.00E+00,0.4,268.8,1.34
2015-02-16,0.9,0,0.9,267.56,0.46
2015-02-17,0,0,0,266.79,0.65
2015-02-18,0,0,0,271.81,1.06
2015-02-19,0,0,0,273.51,1.37
2015-02-20,12,0,12,269.47,0.26
2015-02-21,3.6,0,3.6,263.12,0.19
2015-02-22,0,0,0,262.35,0.47
2015-02-23,0,0,0,268.64,1.07
2015-02-24,0.6,0,0.6,272.89,1.61
2015-02-25,2.3,0,2.3,265.37,0.31
2015-02-26,0,0,0,263.13,0.7
2015-02-27,2.5,0,2.5,262.24,0.22
2015-02-28,0,0,0,260.61,0.49
2015-03-01,0,0,0,264.03,0.65
2015-03-02,8.3,0,8.3,262.03,0.12
2015-03-03,0,0,0,255.82,0.91
2015-03-04,0,0,0,262.02,1.45
2015-03-05,0,0,0,268.92,1.93
2015-03-06,0,0,0,275.01,2.3
2015-03-07,0,0,0,273.52,1.82
2015-03-08,0,0,0,273.96,2.49
2015-03-09,0,0,0,278.23,2.71
2015-03-10,0,0,0,277.57,2.82
2015-03-11,0,0,0,277.5,2.03
2015-03-12,0.5,0.3,0.2,277.85,2.46
2015-03-13,0,0,0,277.2,2.41
2015-03-14,2.4,2,0.4,277.52,0.91
2015-03-15,10.9,0.1,10.8,272.59,0.7
2015-03-16,4.2,0.00E+00,4.2,268.62,0.44
2015-03-17,0,0,0,269.16,1.52
2015-03-18,0,0,0,272.67,2.38
2015-03-19,0.2,0.1,0.1,273.87,2.01
2015-03-20,0,0,0,275.44,1.52
2015-03-21,1,0.5,0.5,276.99,2.51
2015-03-22,0.1,0,0.1,273.83,2.29
2015-03-23,0.5,0,0.5,272.29,1.33
2015-03-24,0,0,0,269.53,1.33
2015-03-25,0,0,0,271.66,1.91
2015-03-26,0,0,0,277.59,3.15
2015-03-27,0,0,0,280.23,3.82
2015-03-28,4.7,4.1,0.6,277.02,1.51
2015-03-29,1,0.7,0.3,276.31,2.72
2015-03-30,1.2,1.2,0,278.88,3.36
2015-03-31,2.3,1,1.3,277.5,2.39
2015-04-01,0.4,0,0.4,271.07,2.11
2015-04-02,0.6,0,0.6,269.86,1.82
2015-04-03,0,0,0,271.15,2.47
2015-04-04,4,0,4,269.28,0.89
2015-04-05,2.3,0,2.3,268.35,0.58
2015-04-06,0.4,0,0.4,266.16,0.73
2015-04-07,0,0,0,269.3,2.72
2015-04-08,0,0,0,271.42,3.42
2015-04-09,0,0,0,274.22,3.96
2015-04-10,0,0,0,275.75,3.19
2015-04-11,2.5,0.1,2.4,273.65,2.82
2015-04-12,1.7,0,1.7,268.88,1.29
2015-04-13,0,0,0,272.86,2.97
2015-04-14,10,0.2,9.8,273.38,1.35
2015-04-15,0.1,0,0.1,271.18,2.65
2015-04-16,0,0,0,275.28,3.59
2015-04-17,0.1,0,0.1,277.26,3.75
2015-04-18,5.5,1.1,4.4,272.53,1.76
2015-04-19,0,0,0,273.81,4.01
2015-04-20,0,0,0,278.33,5.05
2015-04-21,0,0,0,280.02,4.98
2015-04-22,0,0,0,278.43,3.66
2015-04-23,0,0,0,274.29,1.83
2015-04-24,0,0,0,273.57,2.79
2015-04-25,0,0,0,271.63,2.6
2015-04-26,0,0,0,273.29,4.24
2015-04-27,0,0,0,278.4,5.03
2015-04-28,0,0,0,283,5.48
2015-04-29,3.1,3.1,0,279.74,3.43
2015-04-30,0,0,0,276.37,4.14
2015-05-01,1.5,1.3,0.2,276.7,1.92
2015-05-02,0.8,0,0.8,273.06,2.51
2015-05-03,0,0,0,274.16,4.77
2015-05-04,0,0,0,278.83,5.42
2015-05-05,0,0,0,280.89,5.58
2015-05-06,8.1,0,8.1,272.35,1.46
2015-05-07,0.4,0,0.4,273.36,2.63
2015-05-08,11.8,2.3,9.5,273.34,3.26
2015-05-09,0,0,0,276.9,4.38
2015-05-10,2.4,2.3,0.1,277.02,3.07
2015-05-11,0,0,0,275.27,4.03
2015-05-12,0,0,0,276.76,5.46
2015-05-13,0.1,0,0.1,274.81,1.96
2015-05-14,0.7,0.6,0.1,275.16,1.65
2015-05-15,0,0,0,279.37,3.88
2015-05-16,11.9,11.1,0.8,276.16,0.82
2015-05-17,0.2,0,0.2,273.11,1.17
2015-05-18,0,0,0,278.01,5.56
2015-05-19,0,0,0,279.62,6.19
2015-05-20,0,0,0,281.55,6.69
2015-05-21,0,0,0,283.84,7.07
2015-05-22,0,0,0,284.28,6.88
2015-05-23,0,0,0,284.73,6.78
2015-05-24,0,0,0,284.24,5.91
2015-05-25,0.9,0.9,0,282.79,3.71
2015-05-26,4.1,4.1,0,280.66,1.56
2015-05-27,4.6,4.6,0,281.4,3.9
2015-05-28,4.7,4.7,0,279.3,0.87
2015-05-29,0.4,0.4,0,279.71,1.49
2015-05-30,0,0,0,282.74,3.81
2015-05-31,0,0,0,284.77,6.24
2015-06-01,0,0,0,284.4,4.77
2015-06-02,2,2,0,280.93,1.72
2015-06-03,2.3,2.3,0,280.2,2.72
2015-06-04,2.6,2.6,0,281.34,3.99
2015-06-05,0,0,0,283.2,4.16
2015-06-06,0,0,0,286.47,6.37
2015-06-07,0,0,0,288.28,6.25
2015-06-08,0,0,0,292.05,8.52
2015-06-09,0,0,0,286.6,6.28
2015-06-10,0,0,0,286.42,4.74
2015-06-11,0,0,0,288.11,6.92
2015-06-12,5.5,5.4,0.1,278.82,2.88
2015-06-13,5.5,5.2,0.3,277.18,2.62
2015-06-14,3.4,3.3,0.1,277.33,3
2015-06-15,0,0,0,280.12,3.97
2015-06-16,0,0,0,283.77,5.53
2015-06-17,13.9,13.9,0,279.92,1.53
2015-06-18,4.8,4.8,0,280.83,2.55
2015-06-19,3.8,3.8,0,282.04,4.4
2015-06-20,0.5,0.5,0.00E+00,281.06,4.77
2015-06-21,4,4,0,279.55,3.6
2015-06-22,0,0,0,283.93,5.87
2015-06-23,4.9,4.9,0,283.28,4.15
2015-06-24,0,0,0,286.22,6.79
2015-06-25,0,0,0,289.46,6.93
2015-06-26,0,0,0,292.05,8.24
2015-06-27,0,0,0,293.4,8.28
2015-06-28,0,0,0,294.03,6.97
2015-06-29,3.7,3.7,0,289.12,2.14
2015-06-30,1.8,1.8,0,288.45,5.32
2015-07-01,4.9,4.9,0,286.64,4.92
2015-07-02,0,0,0,289.53,6.91
2015-07-03,0,0,0,291.86,7.45
2015-07-04,0.2,0.2,0,286.98,4.78
2015-07-05,0.1,0.1,0,281.09,2.69
2015-07-06,0,0,0,285.4,6.46
2015-07-07,0.4,0.4,0,285.57,4.85
2015-07-08,0,0,0,288.83,7.07
2015-07-09,0,0,0,293.14,8.2
2015-07-10,0,0,0,291.05,3.99
2015-07-11,8.8,8.8,0,289.04,4.24
2015-07-12,0.1,0.1,0,286.41,2.42
2015-07-13,0,0,0,287.23,5.36
2015-07-14,0.1,0.1,0,285.54,4.51
2015-07-15,2.1,2.1,0,285.09,4.5
2015-07-16,8.4,8.4,0,279.76,2.27
2015-07-17,9.2,9.2,0,279.22,1.53
2015-07-18,0,0,0,285.4,6.83
2015-07-19,0,0,0,288.34,4.5
2015-07-20,1.1,1.1,0,287.13,4.01
2015-07-21,0,0,0,288.93,5.1
2015-07-22,0,0,0,286.41,5.72
2015-07-23,1,1,0,284.01,4.2
2015-07-24,0,0,0,285.95,5
2015-07-25,8.8,8.8,0,283.89,2.82
2015-07-26,0.3,0.3,0,281.67,4.34
2015-07-27,4.6,4.6,0,279.29,1.93
2015-07-28,0.2,0.2,0,281.88,4.13
2015-07-29,0.9,0.9,0,283.48,4.08
2015-07-30,0,0,0,287.11,6.7
2015-07-31,0,0,0,290.58,7.6
2015-08-01,0,0,0,291.04,7.62
2015-08-02,0,0,0,290.62,7.05
2015-08-03,0,0,0,290.76,4.79
2015-08-04,5.1,5.1,0,287.06,3.42
2015-08-05,5.3,5.3,0,283.9,4.55
2015-08-06,3.2,3.2,0,281.02,3.04
2015-08-07,0,0,0,284.18,4.9
2015-08-08,0,0,0,286.9,5.56
2015-08-09,0,0,0,288.15,5.33
2015-08-10,0,0,0,288.91,5.73
2015-08-11,0,0,0,290.64,6.41
2015-08-12,0,0,0,292.4,6.94
2015-08-13,0,0,0,293.45,7.15
2015-08-14,0.7,0.7,0,287.87,3.49
2015-08-15,20.1,20.1,0,279.33,0.39
2015-08-16,11.7,11.7,0,278.28,1.77
2015-08-17,0.5,0.5,0,281.18,3.63
2015-08-18,4.2,4.2,0,282.81,4.57
2015-08-19,0,0,0,286.72,5.96
2015-08-20,1.3,1.3,0,284.66,2.64
2015-08-21,36.8,27.4,9.4,276.74,0.37
2015-08-22,0.2,0,0.2,276.45,4.29
2015-08-23,0,0,0,282.89,5.28
2015-08-24,0,0,0,285.28,4.03
2015-08-25,0,0,0,286.23,4.27
2015-08-26,0,0,0,285.88,4.15
2015-08-27,0.1,0.1,0,287.65,3.92
2015-08-28,0,0,0,288.73,3.66
2015-08-29,1.6,1.6,0,287.93,3.34
2015-08-30,0.7,0.7,0.00E+00,283.05,4.02
2015-08-31,0,0,0,281.89,3.63
2015-09-01,0,0,0,283.72,4.73
2015-09-02,5,5,0,281.11,2.8
2015-09-03,0,0,0,276.8,2.11
2015-09-04,0.8,0.5,0.3,274.43,0.59
2015-09-05,12.3,4.8,7.5,273.52,0.36
2015-09-06,6.9,2.6,4.3,275.06,1.39
2015-09-07,0.2,0.1,0.1,275.93,1.93
2015-09-08,0,0,0,278.85,2.54
2015-09-09,0,0,0,280.87,2.88
2015-09-10,0,0,0,282.05,3.31
2015-09-11,0,0,0,285.69,4.93
2015-09-12,0,0,0,288.35,4.97
2015-09-13,4.5,4.5,0,280.07,1.67
2015-09-14,7.8,3.3,4.5,274.09,0.29
2015-09-15,5.9,1.1,4.8,274.62,2.77
2015-09-16,0.1,0,0.1,274.55,2.2
2015-09-17,0.1,0,0.1,276.57,2.24
2015-09-18,0,0,0,280.08,2.69
2015-09-19,0.1,0.1,0,281.38,2.03
2015-09-20,10.4,10.4,0,283.81,2.59
2015-09-21,8.3,8.2,0.1,276.41,2.25
2015-09-22,0.1,0,0.1,277.21,3.47
2015-09-23,0,0,0,280.04,3.48
2015-09-24,3,3,0,282.8,3.58
2015-09-25,1.6,1.6,0,286.34,3.79
2015-09-26,10.4,10.3,0.1,277.5,1.92
2015-09-27,0,0,0,276.38,2.89
2015-09-28,0,0,0,277.54,3.11
2015-09-29,0,0,0,280.28,3.09
2015-09-30,0,0,0,282,3.38
2015-10-01,0.1,0.1,0,282.85,2.98
2015-10-02,18.3,12.7,5.6,282.07,3.11
2015-10-03,16.7,2.6,14.1,272.49,0.12
2015-10-04,0,0,0,272.75,1.23
2015-10-05,0.3,0.1,0.2,274.98,2.27
2015-10-06,0.1,0.1,0,277.61,2.16
2015-10-07,0,0,0,280.13,2.04
2015-10-08,0.1,0.1,0,280.52,2.16
2015-10-09,0,0,0,286.13,2.72
2015-10-10,3.7,3.7,0,284.72,1.77
2015-10-11,9.4,9.4,0,278.28,2.48
2015-10-12,0,0,0,278.15,1.9
2015-10-13,0,0,0,277.89,2.32
2015-10-14,0,0,0,275.88,2.3
2015-10-15,0,0,0,274.58,2.03
2015-10-16,0,0,0,278.19,2.07
2015-10-17,0,0,0,281.88,2.66
2015-10-18,0,0,0,282.41,1.92
2015-10-19,0,0,0,280.6,1.76
2015-10-20,0,0,0,278.07,1.98
2015-10-21,0,0,0,279.18,1.87
2015-10-22,0,0,0,277.34,1.66
2015-10-23,0,0,0,273.92,1.54
2015-10-24,0,0,0,272.97,1.42
2015-10-25,0,0,0,271.78,1.43
2015-10-26,0.3,0,0.3,274.97,0.95
2015-10-27,2.9,0.1,2.8,271.96,0.74
2015-10-28,0.6,0.00E+00,0.6,271.66,1.32
2015-10-29,0.2,0,0.2,275.81,1.1
2015-10-30,0.6,0.2,0.4,276.17,0.98
2015-10-31,0.9,0.5,0.4,274.61,0.59
2015-11-01,3.9,0.3,3.6,273.22,0.45
2015-11-02,17.4,0.1,17.3,269.83,0.07
2015-11-03,0.3,0,0.3,267.06,0.4
2015-11-04,0.1,0,0.1,265.68,0.49
2015-11-05,0.1,0,0.1,266.2,0.29
2015-11-06,0.2,0,0.2,267.63,0.59
2015-11-07,0,0,0,277.39,1.23
2015-11-08,1.8,0.2,1.6,274.58,0.77
2015-11-09,7.5,0,7.5,268.67,0.08
2015-11-10,1.1,0,1.1,265.1,0.17
2015-11-11,0.3,0,0.3,270.05,0.32
2015-11-12,0.4,0,0.4,267.49,0.63
2015-11-13,12,0.9,11.1,272.15,0.12
2015-11-14,6.6,0.5,6.1,272.62,0.18
2015-11-15,0.5,0.1,0.4,274.91,0.73
2015-11-16,7.6,0,7.6,267.92,0.27
2015-11-17,21.4,0.1,21.3,269.82,0.31
2015-11-18,19.3,0,19.3,264.01,0.1
2015-11-19,0.7,0,0.7,263.47,0.18
2015-11-20,0.5,0,0.5,260.65,0.11
2015-11-21,0.1,0,0.1,266.35,0.18
2015-11-22,0,0,0,273.63,0.79
2015-11-23,0.2,0,0.2,268.54,0.41
2015-11-24,8.2,0,8.2,261.19,0.08
2015-11-25,0.1,0,0.1,258.17,0.08
2015-11-26,0,0,0,262.82,0.14
2015-11-27,0.1,0,0.1,264.3,0.22
2015-11-28,0,0,0,267.04,0.24
2015-11-29,0.2,0,0.2,269.32,0.41
2015-11-30,0,0,0,269.49,0.48
2015-12-01,0,0,0,266.23,0.3
2015-12-02,0,0,0,270.71,0.49
2015-12-03,0.1,0,0.1,274.66,0.78
2015-12-04,1.6,0.1,1.5,274.2,0.68
2015-12-05,0.3,0,0.3,271.34,0.75
2015-12-06,0.2,0,0.2,273.97,0.76
2015-12-07,1.8,0,1.8,272.81,0.42
2015-12-08,2.8,0.7,2.1,273.67,0.41
2015-12-09,8,0.2,7.8,272.01,0.11
2015-12-10,0.1,0,0.1,267.78,0.09
2015-12-11,0,0,0,267.6,0.14
2015-12-12,0.1,0,0.1,265.02,0.13
2015-12-13,1,0,1,267.43,0.14
2015-12-14,0,0,0,263.76,0.07
2015-12-15,0.1,0,0.1,263.06,0.11
2015-12-16,0.3,0,0.3,259.89,0.08
2015-12-17,0,0,0,256.73,0.13
2015-12-18,0.1,0,0.1,264.16,0.26
2015-12-19,0.4,0,0.4,266.58,0.26
2015-12-20,0.2,0,0.2,266.88,0.37
2015-12-21,0,0,0,265.24,0.35
2015-12-22,0.1,0,0.1,260.37,0.19
2015-12-23,0.1,0,0.1,258.63,0.2
2015-12-24,1.9,0,1.9,258.54,0.08
2015-12-25,0.2,0,0.2,255.59,0.04
2015-12-26,0,0,0,259.05,0.12
2015-12-27,0,0,0,263.4,0.16
2015-12-28,3.2,0,3.2,262.67,0.07
2015-12-29,0.2,0,0.2,259.1,0.06
2015-12-30,0.1,0,0.1,258.42,0.05
2015-12-31,0,0,0,260.66,0.07
2016-01-01,0,0,0,264.32,0.12
2016-01-02,0.1,0,0.1,267.13,0.3
2016-01-03,0.2,0,0.2,265.95,0.29
2016-01-04,0,0,0,266.73,0.27
2016-01-05,0,0,0,268.34,0.3
2016-01-06,0,0,0,268.44,0.33
2016-01-07,5,0,5,261.75,0.09
2016-01-08,0.1,0,0.1,259.33,0.08
2016-01-09,0.1,0,0.1,258.44,0.08
2016-01-10,0.1,0,0.1,259.82,0.1
2016-01-11,0.1,0,0.1,261.34,0.08
2016-01-12,0,0,0,267.71,0.21
2016-01-13,0,0,0,271.58,0.32
2016-01-14,0,0,0,268.06,0.17
2016-01-15,0,0,0,262.59,0.18
2016-01-16,1.5,0,1.5,261.39,0.13
2016-01-17,0.1,0,0.1,266.85,0.2
2016-01-18,0,0,0,268.67,0.24
2016-01-19,0,0,0,268.02,0.45
2016-01-20,2.1,0,2.1,266.09,0.24
2016-01-21,0.1,0,0.1,270.86,0.53
