datetime,fr_pr,uc_pr,hm_pr,fruchm_avg_pr
19/09/2007,4.6,3.2,2.1,3.3
20/09/2007,0,0,0,0
21/09/2007,1.1,0.5,0.3,0.6
22/09/2007,0.3,0.2,0.1,0.2
23/09/2007,11.6,8.2,5.3,8.4
24/09/2007,4.4,2.3,1.5,2.7
25/09/2007,0,0,0,0
26/09/2007,0,0,0,0
27/09/2007,0,0,0,0
28/09/2007,2.1,1.5,1,1.5
29/09/2007,28.3,16.9,10.9,18.7
30/09/2007,0,0,0,0
01/10/2007,0.5,0.2,0.1,0.3
02/10/2007,1.3,0.7,0.5,0.8
03/10/2007,6.8,4.8,3.1,4.9
04/10/2007,0.3,0.2,0.1,0.2
05/10/2007,4.5,3.2,2.1,3.3
06/10/2007,0,0,0,0
07/10/2007,0,0,0,0
08/10/2007,1.6,1.1,0.7,1.1
09/10/2007,0.2,0.1,0.1,0.1
10/10/2007,0.6,0.4,0.3,0.4
11/10/2007,0,0,0,0
12/10/2007,0,0,0,0
13/10/2007,0,0,0,0
14/10/2007,0,0,0,0
15/10/2007,0,0,0,0
16/10/2007,0,0,0,0
17/10/2007,0,0,0,0
18/10/2007,0,0,0,0
19/10/2007,0,0,0,0
20/10/2007,2.7,1.8,1.5,2
21/10/2007,0.2,0.1,0.1,0.1
22/10/2007,0.2,0.2,0.1,0.2
23/10/2007,0,0,0,0
24/10/2007,13.3,9.5,7,9.9
25/10/2007,0,0,0,0
26/10/2007,0.2,0.1,0.1,0.1
27/10/2007,0,0,0,0
28/10/2007,0,0,0,0
29/10/2007,0,0,0,0
30/10/2007,11.4,6.8,7.1,8.4
31/10/2007,0,0,0,0
01/11/2007,10.6,4.4,4.1,6.4
02/11/2007,0.6,0.3,0.4,0.4
03/11/2007,0.3,0.2,0.2,0.2
04/11/2007,12.9,9.3,8.4,10.2
05/11/2007,0,0,0,0
06/11/2007,0.2,0.1,0.1,0.1
07/11/2007,0.2,0.1,0.1,0.1
08/11/2007,0.2,0.1,0.1,0.1
09/11/2007,1.2,0.9,0.6,0.9
10/11/2007,5.2,2.2,1.8,3.1
11/11/2007,0,0,0,0
12/11/2007,25.2,15.2,12.6,17.7
13/11/2007,0.5,0.3,0.4,0.4
14/11/2007,0,0,0,0
15/11/2007,0,0,0,0
16/11/2007,0.3,0.1,0,0.1
17/11/2007,0.1,0.1,0.2,0.1
18/11/2007,5.3,2.6,2.5,3.5
19/11/2007,0.2,0.1,0.2,0.2
20/11/2007,0.9,0.6,0.9,0.8
21/11/2007,0.6,0.4,0.5,0.5
22/11/2007,0.1,0.1,0,0.1
23/11/2007,0,0,0,0
24/11/2007,0,0,0,0
25/11/2007,0,0,0,0
26/11/2007,0,0,0,0
27/11/2007,3.4,2.1,0.7,2.1
28/11/2007,0.2,0.1,0,0.1
29/11/2007,0.8,0.5,0.6,0.6
30/11/2007,0.1,0.1,0.3,0.2
01/12/2007,0.7,0.4,0.1,0.4
02/12/2007,11.6,7.6,9.4,9.5
03/12/2007,11.4,6.8,9.7,9.3
04/12/2007,1,0.6,1.6,1.1
05/12/2007,9,5.9,3.7,6.2
06/12/2007,0.8,0.5,0,0.4
07/12/2007,0.1,0.1,0.1,0.1
08/12/2007,0,0,0,0
09/12/2007,0.2,0.1,0,0.1
10/12/2007,0,0,0.2,0.1
11/12/2007,0.5,0.2,0,0.2
12/12/2007,0.2,0.1,0,0.1
13/12/2007,0,0,0,0
14/12/2007,0,0,0,0
15/12/2007,0,0,0,0
16/12/2007,0,0,0,0
17/12/2007,0.3,0.1,0,0.1
18/12/2007,0,0,0,0
19/12/2007,1.5,0.8,0,0.8
20/12/2007,0.9,0.6,0.5,0.7
21/12/2007,0,0,0,0
22/12/2007,0,0,0,0
23/12/2007,0,0,0,0
24/12/2007,1.8,1.1,0.4,1.1
25/12/2007,0,0,0,0
26/12/2007,0,0,0,0
27/12/2007,0,0,0,0
28/12/2007,0,0,0,0
29/12/2007,0.4,0.2,0,0.2
30/12/2007,0.1,0.1,0,0.1
31/12/2007,0.4,0.3,0.3,0.3
01/01/2008,0,0,0,0
02/01/2008,1.2,0.7,0,0.6
03/01/2008,0.4,0.3,0,0.2
04/01/2008,1.7,0.5,0,0.7
05/01/2008,6.9,2.9,2.5,4.1
06/01/2008,3.7,1.4,0,1.7
07/01/2008,0,0,0,0
08/01/2008,0,0,0,0
09/01/2008,0.2,0.1,0,0.1
10/01/2008,0,0,0,0
11/01/2008,0.2,0.1,0,0.1
12/01/2008,0,0,0,0
13/01/2008,0,0,0,0
14/01/2008,7.1,4.4,1.6,4.4
15/01/2008,18.5,11.9,11.6,14
16/01/2008,0.4,0.2,0,0.2
17/01/2008,7.3,4.6,6.7,6.2
18/01/2008,3.3,2.1,1.8,2.4
19/01/2008,2.6,1.7,3.2,2.5
20/01/2008,1.7,1.1,0,0.9
21/01/2008,4.4,2.4,0,2.3
22/01/2008,0.2,0.1,0.1,0.1
23/01/2008,0.2,0.1,0,0.1
24/01/2008,0.5,0.3,0,0.3
25/01/2008,0.3,0.2,0,0.2
26/01/2008,0,0,0,0
27/01/2008,12.7,8.3,5.9,9
28/01/2008,4.9,3.2,2.3,3.5
29/01/2008,0.4,0.3,0,0.2
30/01/2008,0.6,0.3,0,0.3
31/01/2008,0.6,0.4,0,0.3
01/02/2008,0.5,0.3,0,0.3
02/02/2008,0.8,0.5,0.1,0.5
03/02/2008,0.9,0.6,0.1,0.5
04/02/2008,0.3,0.2,0,0.2
05/02/2008,0.3,0.2,0,0.2
06/02/2008,1.6,0.7,0.1,0.8
07/02/2008,0.5,0.2,0,0.2
08/02/2008,17,10.5,11.3,12.9
09/02/2008,2.8,1.7,1,1.8
10/02/2008,2.2,1.2,0.2,1.2
11/02/2008,0,0,0,0
12/02/2008,0,0,0.1,0
13/02/2008,12.2,6.4,9.9,9.5
14/02/2008,0.7,0.4,0,0.4
15/02/2008,1,0.6,0.3,0.6
16/02/2008,0.7,0.3,0.6,0.5
17/02/2008,0.5,0.3,0,0.3
18/02/2008,0.2,0.1,0,0.1
19/02/2008,0.2,0.1,0,0.1
20/02/2008,0.2,0.1,0,0.1
21/02/2008,0.3,0.2,0.1,0.2
22/02/2008,0.4,0.2,0,0.2
23/02/2008,0.5,0.3,0,0.3
24/02/2008,0.3,0.2,0.1,0.2
25/02/2008,0.2,0.1,0.1,0.1
26/02/2008,0,0,0,0
27/02/2008,0,0,0,0
28/02/2008,1.4,0.9,1.5,1.3
29/02/2008,0.4,0.1,0.1,0.2
01/03/2008,13.9,5.3,5.5,8.2
02/03/2008,0.3,0.1,0,0.1
03/03/2008,0,0,0,0
04/03/2008,6.8,4.4,3.8,5
05/03/2008,0,0,0,0
06/03/2008,0,0,0,0
07/03/2008,0,0,0,0
08/03/2008,0,0,0,0
09/03/2008,0,0,0,0
10/03/2008,0.2,0.1,0,0.1
11/03/2008,1,0.5,0.1,0.5
12/03/2008,0,0,0,0
13/03/2008,2.6,1.9,1.5,2
14/03/2008,0.5,0.3,0,0.3
15/03/2008,3.4,2,1.3,2.2
16/03/2008,2.3,1.5,1.5,1.8
17/03/2008,0.2,0.1,0,0.1
18/03/2008,0.7,0.4,0.1,0.4
19/03/2008,0,0,0,0
20/03/2008,0.3,0.2,0,0.2
21/03/2008,0.4,0.3,0,0.2
22/03/2008,0.3,0.2,0,0.2
23/03/2008,1.6,0.9,0.4,1
24/03/2008,7.3,3.9,2.5,4.6
25/03/2008,0.4,0.2,0.1,0.2
26/03/2008,0.4,0.3,0,0.2
27/03/2008,0,0,0,0
28/03/2008,0.4,0.2,0.2,0.3
29/03/2008,6.6,4.3,4.7,5.2
30/03/2008,3.9,2.6,1.6,2.7
31/03/2008,4.2,2.6,1.6,2.8
01/04/2008,0.9,0.5,0.1,0.5
02/04/2008,0.5,0.3,0,0.3
03/04/2008,0.4,0.2,0,0.2
04/04/2008,0,0,0.1,0
05/04/2008,21.4,14.4,8.3,14.7
06/04/2008,3.3,2.1,1.7,2.4
07/04/2008,0.3,0.2,0.1,0.2
08/04/2008,0.4,0.3,0.1,0.3
09/04/2008,0.5,0.3,0,0.3
10/04/2008,0.3,0.2,0,0.2
11/04/2008,1.1,0.7,0.5,0.8
12/04/2008,0.5,0.3,0.2,0.3
13/04/2008,0.3,0.2,0.1,0.2
14/04/2008,16.8,10.4,7.8,11.7
15/04/2008,1.2,0.7,0,0.6
16/04/2008,0.2,0.1,0,0.1
17/04/2008,0.2,0.1,0.6,0.3
18/04/2008,22.1,13.7,13.8,16.5
19/04/2008,3.9,2.6,3.7,3.4
20/04/2008,2.5,1.7,1.2,1.8
21/04/2008,1.8,1.2,0.7,1.2
22/04/2008,0.4,0.2,0.2,0.3
23/04/2008,0.9,0.6,0.1,0.5
24/04/2008,7.4,4.8,3.2,5.1
25/04/2008,2.1,1.4,0.9,1.5
26/04/2008,0,0,0.1,0
27/04/2008,0,0,0.2,0.1
28/04/2008,0.2,0.1,0.4,0.2
29/04/2008,0,0,0.2,0.1
30/04/2008,2.7,1.6,2.2,2.2
01/05/2008,0,0,0,0
02/05/2008,0,0,0.1,0
03/05/2008,0.9,0.6,0,0.5
04/05/2008,1.5,1,0,0.8
05/05/2008,5.8,3.8,2.9,4.2
06/05/2008,18.2,12,8.7,13
07/05/2008,3.1,2.1,2.9,2.7
08/05/2008,70.2,40.8,28.1,46.4
09/05/2008,45.9,29.4,14.4,29.9
10/05/2008,22.2,12.1,8.7,14.3
11/05/2008,7,4.6,3.2,4.9
12/05/2008,1.1,0.7,0.7,0.8
13/05/2008,0,0,0,0
14/05/2008,0,0,0,0
15/05/2008,0,0,0,0
16/05/2008,0,0,0,0
17/05/2008,0,0,0,0
18/05/2008,0,0,0.1,0
19/05/2008,0,0,0,0
20/05/2008,0,0,0.1,0
21/05/2008,20,13.3,12.7,15.3
22/05/2008,19.4,12.7,15.3,15.8
23/05/2008,23.8,15.4,18.9,19.4
24/05/2008,93.3,58.1,66.9,72.8
25/05/2008,19,12.6,13,14.9
26/05/2008,0,0,3.1,1
27/05/2008,0,0,0,0
28/05/2008,0,0,0,0
29/05/2008,0,0,0,0
30/05/2008,0,0,0,0
31/05/2008,0,0,0,0
01/06/2008,1.1,0.9,2,1.3
02/06/2008,0.7,0.6,1.3,0.9
03/06/2008,8,6.1,5.5,6.5
04/06/2008,10.2,7.8,5.7,7.9
05/06/2008,0,0,0,0
06/06/2008,0,0,0,0
07/06/2008,26.7,16.3,16.6,19.9
08/06/2008,5.1,3.8,0.8,3.2
09/06/2008,7.7,6,2.5,5.4
10/06/2008,21.1,15.9,20.8,19.3
11/06/2008,49.8,35.5,40.1,41.8
12/06/2008,0,0,0,0
13/06/2008,0,0,0,0
14/06/2008,0,0,0,0
15/06/2008,0,0,0,0
16/06/2008,0,0,0.1,0
17/06/2008,0,0,0.4,0.1
18/06/2008,0,0,0,0
19/06/2008,0,0,0,0
20/06/2008,0,0,0,0
21/06/2008,0,0,0.2,0.1
22/06/2008,0.4,0.3,0,0.2
23/06/2008,0,0,0.1,0
24/06/2008,0.7,0.6,0.8,0.7
25/06/2008,0,0,0,0
26/06/2008,0,0,2.1,0.7
27/06/2008,0,0,0,0
28/06/2008,0,0,0.1,0
29/06/2008,0,0,0.1,0
30/06/2008,5.3,4.1,0.8,3.4
01/07/2008,4.4,3.4,2.4,3.4
02/07/2008,0.7,0.5,0.1,0.4
03/07/2008,0,0,0,0
04/07/2008,0.6,0.5,1.9,1
05/07/2008,0,0,0,0
06/07/2008,1.3,1,0.5,0.9
07/07/2008,0,0,0,0
08/07/2008,0,0,0,0
09/07/2008,0,0,0,0
10/07/2008,12.2,9.5,8,9.9
11/07/2008,13.6,8.4,9.4,10.5
12/07/2008,0,0,0,0
13/07/2008,0,0,0,0
14/07/2008,0,0,0,0
15/07/2008,5.2,4,3.8,4.3
16/07/2008,0,0,0,0
17/07/2008,0,0,0,0
18/07/2008,9.3,7.2,5.2,7.2
19/07/2008,0,0,0,0
20/07/2008,0,0,0,0
21/07/2008,0,0,0,0
22/07/2008,0,0,0.2,0.1
23/07/2008,23.9,18.6,13.3,18.6
24/07/2008,3.8,2.9,3,3.2
25/07/2008,0,0,0,0
26/07/2008,0,0,0.9,0.3
27/07/2008,6.6,5.1,0.6,4.1
28/07/2008,0,0,0,0
29/07/2008,0,0,0,0
30/07/2008,4.8,3.2,2.3,3.4
31/07/2008,0,0,0,0
01/08/2008,4.8,3.8,2.2,3.6
02/08/2008,0,0,0,0
03/08/2008,6.5,5,2.9,4.8
04/08/2008,0,0,0,0
05/08/2008,0,0,0,0
06/08/2008,0,0,0.1,0
07/08/2008,0,0,0,0
08/08/2008,0,0,0,0
09/08/2008,8.5,6.6,5,6.7
10/08/2008,3.5,2.5,1.9,2.6
11/08/2008,0,0,0,0
12/08/2008,0,0,0,0
13/08/2008,0,0,0,0
14/08/2008,0,0,0,0
15/08/2008,0,0,0,0
16/08/2008,0,0,0,0
17/08/2008,0,0,0,0
18/08/2008,0,0,0.1,0
19/08/2008,1.4,1.1,0.7,1.1
20/08/2008,2.9,2.3,1.6,2.3
21/08/2008,22.3,17,9.5,16.3
22/08/2008,0.2,0.2,0.1,0.2
23/08/2008,0,0,0,0
24/08/2008,0,0,0,0
25/08/2008,0,0,0,0
26/08/2008,6.4,5,5.5,5.6
27/08/2008,0,0,0,0
28/08/2008,0,0,0,0
29/08/2008,19,14.8,9.4,14.4
30/08/2008,21.7,14.7,13.5,16.6
31/08/2008,25.9,20.1,11.2,19.1
01/09/2008,0,0,0,0
02/09/2008,0,0,0.1,0
03/09/2008,11.1,7.8,4.8,7.9
04/09/2008,0.3,0.2,0,0.2
05/09/2008,7.8,5.5,7.6,7
06/09/2008,1.8,1.3,1,1.4
07/09/2008,0.2,0.1,0,0.1
08/09/2008,0,0,0.1,0
09/09/2008,13.6,9.5,9,10.7
10/09/2008,0,0,0,0
11/09/2008,0,0,0,0
12/09/2008,24.4,17.2,14.9,18.8
13/09/2008,2,1.4,0.2,1.2
14/09/2008,0,0,0,0
15/09/2008,0,0,0,0
16/09/2008,0.4,0,0,0.1
17/09/2008,0,0,0,0
18/09/2008,0,0,0,0
19/09/2008,0,0,0,0
20/09/2008,0,0,0,0
21/09/2008,18.7,20.6,18.3,19.2
22/09/2008,5.2,3.1,1.9,3.4
23/09/2008,3.3,2.8,3.2,3.1
24/09/2008,0,0,0,0
25/09/2008,0.6,0,0.6,0.4
26/09/2008,0.3,0,0.1,0.1
27/09/2008,0,0,0,0
28/09/2008,0,0,0,0
29/09/2008,0,0,0.1,0
30/09/2008,0,0,0,0
01/10/2008,0,0,0,0
02/10/2008,0,0,0,0
03/10/2008,0,0,0,0
04/10/2008,1,0.1,0.1,0.4
05/10/2008,0.1,0,0,0
06/10/2008,0,0,0,0
07/10/2008,10.9,4.9,5.6,7.1
08/10/2008,9.1,3.9,2.3,5.1
09/10/2008,0.1,0.1,0,0.1
10/10/2008,2.9,1.1,0.3,1.4
11/10/2008,0.1,0,0.1,0.1
12/10/2008,1.9,0.4,0.4,0.9
13/10/2008,0.4,0.1,0,0.2
14/10/2008,8.5,6.1,5.8,6.8
15/10/2008,0,0,0.9,0.3
16/10/2008,0.1,0.1,0,0.1
17/10/2008,4.7,3.2,0.3,2.7
18/10/2008,18.3,12.7,8,13
19/10/2008,0.1,0.1,0,0.1
20/10/2008,7,4.2,3.6,4.9
21/10/2008,0.7,0.3,0,0.3
22/10/2008,0,0,0,0
23/10/2008,0,0,0,0
24/10/2008,0.1,0.1,0,0.1
25/10/2008,0.9,0.5,0.3,0.6
26/10/2008,0,0,0,0
27/10/2008,0,0,0,0
28/10/2008,0,0,0,0
29/10/2008,0,0,0,0
30/10/2008,0,0,0,0
31/10/2008,0,0,0,0
01/11/2008,0,0,0,0
02/11/2008,4.3,2.7,3,3.3
03/11/2008,2.9,1.3,1.6,1.9
04/11/2008,3.8,2.5,0.5,2.3
05/11/2008,1.7,1.1,0.6,1.1
06/11/2008,0,0,0,0
07/11/2008,0,0,0,0
08/11/2008,0,0,0,0
09/11/2008,0,0,0,0
10/11/2008,3.5,2.1,1.1,2.2
11/11/2008,2.2,1,0.3,1.2
12/11/2008,5.3,2.9,1.3,3.2
13/11/2008,7.3,3.4,0.7,3.8
14/11/2008,0,0,0,0
15/11/2008,0.6,0.3,0,0.3
16/11/2008,12.1,7.9,5.1,8.4
17/11/2008,0.1,0.1,0.2,0.1
18/11/2008,1.3,0.8,0.1,0.7
19/11/2008,1.1,0.7,0,0.6
20/11/2008,0,0,0,0
21/11/2008,0.2,0.1,0,0.1
22/11/2008,2.7,1.4,0.3,1.5
23/11/2008,0,0,0,0
24/11/2008,0,0,0,0
25/11/2008,0.2,0.1,0,0.1
26/11/2008,0,0,0,0
27/11/2008,0,0,0,0
28/11/2008,0,0,0,0
29/11/2008,0,0,0,0
30/11/2008,0,0,0,0
01/12/2008,3.7,2.3,2,2.7
02/12/2008,17.3,11.3,6.7,11.8
03/12/2008,1.1,0.7,0.1,0.6
04/12/2008,0,0,0,0
05/12/2008,0,0,0,0
06/12/2008,0.7,0.4,0,0.4
07/12/2008,19.6,12.6,7.1,13.1
08/12/2008,5.2,3.4,1.4,3.3
09/12/2008,0.6,0.2,0,0.3
10/12/2008,0.2,0.1,0.5,0.3
11/12/2008,0,0,0,0
12/12/2008,11.2,7.2,8.1,8.8
13/12/2008,5,3.3,3.9,4.1
14/12/2008,0.5,0.3,0.4,0.4
15/12/2008,0,0,0,0
16/12/2008,0,0,0,0
17/12/2008,5,3.3,1.6,3.3
18/12/2008,1.2,0.8,0.6,0.9
19/12/2008,1.2,0.8,0.3,0.8
20/12/2008,0,0,0,0
21/12/2008,0,0,0,0
22/12/2008,0.7,0.5,0,0.4
23/12/2008,0.1,0.1,0,0.1
24/12/2008,0,0,0,0
25/12/2008,0,0,0,0
26/12/2008,0.5,0.1,0,0.2
27/12/2008,0,0,0,0
28/12/2008,9.7,6.4,3.8,6.6
29/12/2008,0.4,0.2,0.1,0.2
30/12/2008,1.2,0.6,1.8,1.2
31/12/2008,2.9,1.6,0.1,1.5
01/01/2009,2,1.2,0.7,1.3
02/01/2009,0.4,0.3,1.8,0.8
03/01/2009,0,0,3.3,1.1
04/01/2009,0,0,0,0
05/01/2009,0,0,0,0
06/01/2009,0,0,0,0
07/01/2009,1.2,0.8,0.1,0.7
08/01/2009,3.3,2,1.2,2.2
09/01/2009,0.4,0.3,0.2,0.3
10/01/2009,0.5,0.2,0,0.2
11/01/2009,0.3,0.1,0,0.1
12/01/2009,0,0,0,0
13/01/2009,0,0,0,0
14/01/2009,0,0,0,0
15/01/2009,0,0,0.1,0
16/01/2009,0,0,0.1,0
17/01/2009,0,0,0,0
18/01/2009,0,0,0.1,0
19/01/2009,0,0,0,0
20/01/2009,0,0,0,0
21/01/2009,0,0,0,0
22/01/2009,3.1,2,1.5,2.2
23/01/2009,0.3,0.2,0.2,0.2
24/01/2009,0,0,0,0
25/01/2009,0,0,0,0
26/01/2009,0,0,0,0
27/01/2009,0,0,0,0
28/01/2009,0,0,0,0
29/01/2009,0,0,0,0
30/01/2009,1,0.5,0,0.5
31/01/2009,12.7,6.5,3.3,7.5
01/02/2009,0,0,0,0
02/02/2009,0,0,0,0
03/02/2009,0,0,0,0
04/02/2009,0,0,0,0
05/02/2009,0,0,0.1,0
06/02/2009,10.3,6.7,6,7.7
07/02/2009,0,0,0,0
08/02/2009,0.1,0.1,0,0.1
09/02/2009,0,0,0,0
10/02/2009,0.2,0.1,0.1,0.1
11/02/2009,0,0,0,0
12/02/2009,0.1,0.1,0,0.1
13/02/2009,1.2,0.8,0.6,0.9
14/02/2009,0.1,0.1,0.2,0.1
15/02/2009,0,0,0,0
16/02/2009,0,0,0,0
17/02/2009,0,0,0,0
18/02/2009,0.4,0.3,0,0.2
19/02/2009,0,0,0,0
20/02/2009,0,0,0,0
21/02/2009,0,0,0,0
22/02/2009,0,0,0,0
23/02/2009,1.8,1.1,0.9,1.3
24/02/2009,14,9.2,8,10.4
25/02/2009,13.2,8.7,6.3,9.4
26/02/2009,1,0.7,0.5,0.7
27/02/2009,0,0,0,0
28/02/2009,0.2,0,0,0.1
01/03/2009,1.2,0,0,0.4
02/03/2009,0.6,0,0,0.2
03/03/2009,4.7,3.6,2.4,3.6
04/03/2009,2,0.4,0,0.8
05/03/2009,11.7,6.3,6.5,8.2
06/03/2009,0,0,0,0
07/03/2009,28.1,2.8,1,10.6
08/03/2009,1.3,0.6,0.6,0.8
09/03/2009,2.2,1.2,0.7,1.4
10/03/2009,0.5,0.2,0.2,0.3
11/03/2009,0,0,0,0
12/03/2009,0,0,0,0
13/03/2009,3.2,0,0,1.1
14/03/2009,1.1,0,0,0.4
15/03/2009,6.1,2.8,2.1,3.7
16/03/2009,10.9,8.2,6.6,8.6
17/03/2009,4,1.7,0.9,2.2
18/03/2009,4.6,0.5,0,1.7
19/03/2009,8.5,0,0,2.8
20/03/2009,1.9,0.7,0.2,0.9
21/03/2009,5.6,3.8,2.2,3.9
22/03/2009,10.1,9.9,8.1,9.4
23/03/2009,0.1,0.1,0,0.1
24/03/2009,0.2,0.1,0,0.1
25/03/2009,2.7,2.4,3,2.7
26/03/2009,0.1,0,0,0
27/03/2009,1.6,0,0,0.5
28/03/2009,1.2,0.8,0.3,0.8
29/03/2009,16.4,12.5,14,14.3
30/03/2009,0,0,0,0
31/03/2009,7.5,6.1,4.4,6
01/04/2009,5.9,3.9,1.6,3.8
02/04/2009,1.2,0,0,0.4
03/04/2009,0,0,0,0
04/04/2009,0,0,0,0
05/04/2009,0,0,0,0
06/04/2009,0.3,0,0,0.1
07/04/2009,0,0,0,0
08/04/2009,0,0,0,0
09/04/2009,0.5,0,0,0.2
10/04/2009,0,0,0,0
11/04/2009,5,3.2,2.2,3.5
12/04/2009,1.3,0,0,0.4
13/04/2009,2.8,0.6,0.2,1.2
14/04/2009,8.8,5.5,2,5.4
15/04/2009,1.7,1.1,0.9,1.2
16/04/2009,0,0,0.1,0
17/04/2009,0.6,0,0.1,0.2
18/04/2009,4.7,0.8,0.9,2.1
19/04/2009,0,0,0,0
20/04/2009,0.1,0.1,0,0.1
21/04/2009,0.1,0,0.2,0.1
22/04/2009,15,11.6,9.7,12.1
23/04/2009,12.2,4.7,9.3,8.7
24/04/2009,0.5,0.1,0,0.2
25/04/2009,12.3,7,5.8,8.4
26/04/2009,9.6,6.5,7.1,7.7
27/04/2009,9.8,7.9,6.1,7.9
28/04/2009,7.1,5.3,4.5,5.6
29/04/2009,0.8,0.2,0,0.3
30/04/2009,5,2.5,1.6,3
01/05/2009,1.7,1.9,1.2,1.6
02/05/2009,0,0.1,0,0
03/05/2009,0.2,0,0,0.1
04/05/2009,0,0.1,0,0
05/05/2009,11.5,3.7,2,5.7
06/05/2009,2.8,0.1,0,1
07/05/2009,8.8,3.1,1.9,4.6
08/05/2009,14,6.8,3.5,8.1
09/05/2009,7.8,6.6,6.2,6.9
10/05/2009,0.1,0.1,0,0.1
11/05/2009,0.3,0.2,0,0.2
12/05/2009,28.2,22.1,16.1,22.1
13/05/2009,3,4.2,0.8,2.7
14/05/2009,9.9,8.4,2.8,7
15/05/2009,1.2,0.4,0.5,0.7
16/05/2009,0.1,0,0,0
17/05/2009,0.3,0,0,0.1
18/05/2009,1,0.6,0.6,0.7
19/05/2009,7.8,2.8,3,4.5
20/05/2009,7.7,5.3,3.1,5.4
21/05/2009,0.3,0,0,0.1
22/05/2009,0.3,0,0,0.1
23/05/2009,0.3,0,0,0.1
24/05/2009,0.2,0,0,0.1
25/05/2009,0.3,0.2,0.1,0.2
26/05/2009,0.6,0.1,0,0.2
27/05/2009,0,0,0,0
28/05/2009,0,0,0,0
29/05/2009,0.1,0,0,0
30/05/2009,0,0,0.1,0
31/05/2009,0,0,0,0
01/06/2009,0.5,0.4,0,0.3
02/06/2009,0,0,1.4,0.5
03/06/2009,0,0,0,0
04/06/2009,0,0,0,0
05/06/2009,13.9,9.3,6.7,10
06/06/2009,4.4,4.3,1.9,3.5
07/06/2009,1.8,1,0.3,1
08/06/2009,1.2,0,0,0.4
09/06/2009,3.5,0.5,1.3,1.8
10/06/2009,1.2,0.4,0.1,0.6
11/06/2009,0,0,0,0
12/06/2009,0.3,0,0.1,0.1
13/06/2009,0,0,0,0
14/06/2009,0,0,0,0
15/06/2009,28.9,19,28.2,25.4
16/06/2009,0.1,0,0,0
17/06/2009,0.5,0.6,0,0.4
18/06/2009,5.1,3.2,0,2.8
19/06/2009,0,0,0,0
20/06/2009,0.9,0.7,0,0.5
21/06/2009,11.7,8.8,1.4,7.3
22/06/2009,3.4,2.7,0,2
23/06/2009,0.1,0.1,0,0.1
24/06/2009,0.1,0.1,0,0.1
25/06/2009,4.9,3.8,0,2.9
26/06/2009,0,0,0,0
27/06/2009,0,0,0,0
28/06/2009,0,0,0,0
29/06/2009,0,0,0,0
30/06/2009,0,0,0,0
01/07/2009,0,0,0,0
02/07/2009,0,0,0,0
03/07/2009,0.1,0,0,0
04/07/2009,2.6,1.3,0,1.3
05/07/2009,4.9,2.7,0,2.5
06/07/2009,8.5,7.4,0,5.3
07/07/2009,0,0,0,0
08/07/2009,1.9,0.3,0,0.7
09/07/2009,7.7,7.2,1.4,5.4
10/07/2009,2.2,1.3,0,1.2
11/07/2009,0,0,0,0
12/07/2009,0,0,0,0
13/07/2009,39.2,39.7,39.8,39.6
14/07/2009,17,12.9,6.6,12.2
15/07/2009,0.9,0,0,0.3
16/07/2009,0,0,9.5,3.2
17/07/2009,0,0,0,0
18/07/2009,0,1.5,0,0.5
19/07/2009,0,0,0,0
20/07/2009,0,0,0,0
21/07/2009,0,0,0,0
22/07/2009,0,0,0,0
23/07/2009,0.3,3.7,0,1.3
24/07/2009,0.3,0.5,0,0.3
25/07/2009,5,11.9,20.1,12.3
26/07/2009,0.6,0.4,0,0.3
27/07/2009,5.5,3.2,1.1,3.3
28/07/2009,8.2,8.4,5.5,7.4
29/07/2009,1.9,0.3,0.3,0.8
30/07/2009,19,13.2,12.5,14.9
31/07/2009,2.2,0.9,0.5,1.2
01/08/2009,1.5,1,0.9,1.1
02/08/2009,2.4,1.5,1,1.6
03/08/2009,5.1,5.5,3.8,4.8
04/08/2009,17.7,17.3,15.6,16.9
05/08/2009,8.2,4.5,1.7,4.8
06/08/2009,1.8,2.1,1.2,1.7
07/08/2009,0,0,0,0
08/08/2009,2.4,3,1.7,2.4
09/08/2009,2.3,1.8,0.2,1.4
10/08/2009,0,0,0,0
11/08/2009,9.6,5.3,3.6,6.2
12/08/2009,0.4,0.3,0,0.2
13/08/2009,8.4,4.2,1.9,4.8
14/08/2009,14.5,10.4,6.9,10.6
15/08/2009,2.3,0.8,0.7,1.3
16/08/2009,2.6,3.6,0.1,2.1
17/08/2009,0,0,0,0
18/08/2009,0,0,0,0
19/08/2009,0,0,0,0
20/08/2009,0,0,0,0
21/08/2009,1.4,0.2,0,0.5
22/08/2009,3.9,2.1,0.1,2
23/08/2009,0,0,0,0
24/08/2009,0,0,0,0
25/08/2009,0,0,0,0
26/08/2009,0,0,0,0
27/08/2009,0,0,0,0
28/08/2009,0,0,0,0
29/08/2009,0,0,0,0
30/08/2009,0,0,0,0
31/08/2009,0,0,0,0
01/09/2009,7,6.4,4.3,5.9
02/09/2009,0.1,0,0,0
03/09/2009,8.5,8.3,2.4,6.4
04/09/2009,0,0,0.1,0
05/09/2009,0,0,0,0
06/09/2009,0.3,0,0.4,0.2
07/09/2009,2.5,0.3,0,0.9
08/09/2009,0.1,0,0,0
09/09/2009,0.4,0,0,0.1
10/09/2009,2.1,1.2,0.1,1.1
11/09/2009,0,0,0,0
12/09/2009,0,0,0,0
13/09/2009,0,0,0,0
14/09/2009,0,0,0,0
15/09/2009,0,0,0,0
